Empresa;Família;Modelo;OPC;Chassi;Placa;Veículo;Estado Placa;Ano;Cor;NF Número;Valor Compra;Custo Operacional;Preço Público/Venda;Custo Valor Compra;NF Compra;Empresa Compra;Valor Agregado;KM;Opcionais;Data Chegada;Dias Estoque;Data Emissão;Situação;Valor Escrito;Valor Escrito2;Valor Escrito3;Combustível;Avaliação Usado;Em Trânsito;Pago;Data Pagamento;Estoque;Flag Proposta;Flag Pedido;Flag Bloqueio;Flag Reserva;NTI Valor;Tipo Faturamento;Valores Agregados;Pis/Fin;ICMS Valor Venda;Valor HoldBack;Nr. Renavam;Promoção;Custo Venda;Localização;Floor;Tipo Transmissão
PEDRAGON MANAUS;NV SILVERADO;NX SILVERADO HC PEC;PEC;3GCUK9ED4SG291354;        ;43124;;2025/2025;*PRETO GLOBAL (GBA) MET;153284;345297,32;0;389990;345297,32;785;PEDRAGON MANAUS;10358,92;1;(693) UE1, (736) PEC;30/01/2026;301;15/10/2025 00:00;Bloqueado;FECHADO;"CHASSI NAO CONTEMPLA BONUS, CANCELAMENTO POSTERIOR AO DIA 15 DO MES SUBSEQUENTE""  - JURÍDICO   ";201585;GASOLINA;0;;Sim;24/02/2026;VN - VEICULOS  NOVOS;Não;Não;Sim;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;201585;0;355656,24;PEDRAGON MANAUS FLORES;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRAILBLAZER;NW TRAILBLAZER HC R6A;R6A;9BG156PK0VC412054;;111651;;2026/2027;PRETO OURO NEGRO;1489978;339291,61;0;424640;335144,71;172909;PEDRAGON MANAUS;10178,75;1;(690) PDB, (693) UE1, (707) R6A;  /  /     ;47;26/06/2026 00:00;;;PEDRAGON MANAUS;201783;DIESEL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;201783;0;345323,46;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.2 PREM R8I;R8I;9BGEY76T0VB135473;;115297;;2026/2027;PRATA SHARK;3063554;143085,6;0;181840;143085,6;208762;PEDRAGON MANAUS;4240,1;1;(690) PDB, (693) UE1, (712) R8I;  /  /     ;1;11/08/2026 00:00;;ALEXANDRE;PEDRAGON MANAUS;149037;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149037;0;147325,7;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.2 PREM R8I;R8I;9BGEY76T0VB135118;;115230;;2026/2027;CINZA AMBAR;3063083;143085,6;0;181840;143085,6;207808;PEDRAGON MANAUS;4240,1;1;(690) PDB, (693) UE1, (712) R8I;  /  /     ;2;10/08/2026 00:00;;;PEDRAGON MANAUS;149037;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149037;0;147325,7;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.2 PREM R8I;R8I;8AGEY76T0VR103905;;115231;;2026/2027;CINZA AMBAR;4826556;143085,6;0;181640;141336,78;207815;PEDRAGON MANAUS;4240,1;1;(690) PDB, (693) UE1, (698) R9S, (712) R8I;  /  /     ;2;10/08/2026 00:00;;RAFAEL;PEDRAGON MANAUS;100194;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100194;0;145576,88;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR101457;;111521;;2026/2027;AZUL BOREAL;4797738;115553,69;0;146690;114141,37;171525;PEDRAGON MANAUS;3466,61;1;(693) UE1, (697) R8D, (698) R9S;  /  /     ;48;25/06/2026 00:00;;IZADORA ;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;117607,98;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR100626;;111520;;2026/2027;PRETO OURO NEGRO;4797739;117010,79;0;148540;115580,66;171526;PEDRAGON MANAUS;3510,32;1;(690) PDB, (693) UE1, (697) R8D, (698) R9S;  /  /     ;48;25/06/2026 00:00;;;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;119090,98;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR102767;;111526;;2026/2027;CINZA AMBAR;4797740;117010,79;0;148540;115580,66;171527;PEDRAGON MANAUS;3510,32;1;(690) PDB, (693) UE1, (697) R8D, (698) R9S;  /  /     ;48;25/06/2026 00:00;;;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;119090,98;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR102650;;111525;;2026/2027;BRANCO SUMMIT;4797741;116302,5;0;147640;114881,02;171528;PEDRAGON MANAUS;3489,08;1;(691) PDJ, (693) UE1, (697) R8D, (698) R9S;  /  /     ;48;25/06/2026 00:00;;;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;118370,1;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR101725;;111522;;2026/2027;PRATA SHARK;4797742;117010,79;0;148540;115580,66;171529;PEDRAGON MANAUS;3510,32;1;(690) PDB, (693) UE1, (697) R8D, (698) R9S;  /  /     ;48;25/06/2026 00:00;;;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;119090,98;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR102253;;111524;;2026/2027;CINZA AMBAR;4797744;117010,79;0;148540;115580,66;171531;PEDRAGON MANAUS;3510,32;1;(690) PDB, (693) UE1, (697) R8D, (698) R9S;  /  /     ;48;25/06/2026 00:00;;;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;119090,98;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR100602;        ;109259;;2026/2027;PRETO OURO NEGRO;4778321;117010,79;0;148540;115580,66;150773;PEDRAGON MANAUS;3510,32;1;(690) PDB, (693) UE1, (697) R8D, (698) R9S;  /  /     ;76;28/05/2026 00:00;;PAMOLA;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;119090,98;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 LT R8D;R8D;8AGEB76D0VR100814;        ;109260;;2026/2027;BRANCO SUMMIT;4778322;116302,5;0;147640;114881,02;150774;PEDRAGON MANAUS;3489,08;1;(691) PDJ, (693) UE1, (697) R8D, (698) R9S;  /  /     ;76;28/05/2026 00:00;;;PEDRAGON MANAUS;100197;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;100197;0;118370,1;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB118844;;110809;;2026/2027;BRANCO SUMMIT;3047382;98930,55;0;119990;98930,55;166844;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;55;18/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB115794;;111129;;2026/2027;PRATA SHARK;3048667;98930,55;0;119990;98930,55;169227;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;51;22/06/2026 00:00;Pedido;YURI VENDIDO;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Sim;Sim;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB111460;        ;108968;;2026/2027;BRANCO SUMMIT;3039903;98930,55;0;119990;98930,55;148611;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;22/06/2026;78;26/05/2026 00:00;;ADRIANE BENTES;VICTOR;149038;ALCO/GASOL;0;;Sim;06/07/2026;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122746;;111971;;2026/2027;BRANCO SUMMIT;3051486;98930,55;0;119990;98930,55;175958;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;43;30/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122751;;111972;;2026/2027;BRANCO SUMMIT;3051487;98930,55;0;119990;98930,55;175959;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;43;30/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122634;;111830;;2026/2027;PRATA SHARK;3051251;98930,55;0;119990;98930,55;174163;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;44;29/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122639;;111831;;2026/2027;PRATA SHARK;3051252;98930,55;0;119990;98930,55;174164;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;44;29/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122074;;111646;;2026/2027;VERMELHO SCARLET;3050420;98930,55;0;119990;98930,55;172894;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;47;26/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122081;;111647;;2026/2027;VERMELHO SCARLET;3050727;98930,55;0;119990;98930,55;172898;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;47;26/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122300;;111650;;2026/2027;PRETO OURO NEGRO;3050728;98930,55;0;119990;98930,55;172899;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;47;26/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB122299;;111649;;2026/2027;PRETO OURO NEGRO;3050729;98930,55;0;119990;98930,55;172900;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;47;26/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB115754;;111381;;2026/2027;PRATA SHARK;3049337;98930,55;0;119990;98930,55;170507;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112066;;111375;;2026/2027;PRATA SHARK;3049338;98930,55;0;119990;98930,55;170508;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112021;        ;111373;;2026/2027;PRATA SHARK;3049339;98930,55;0;119990;98930,55;170509;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;Pedido;LULIANA VENDIDO ;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Sim;Sim;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112035;;111374;;2026/2027;PRATA SHARK;3049340;98930,55;0;119990;98930,55;170510;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB115768;;111382;;2026/2027;PRATA SHARK;3049341;98930,55;0;119990;98930,55;170511;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112140;;111377;;2026/2027;PRATA SHARK;3049342;98930,55;0;119990;98930,55;170512;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112129;;111376;;2026/2027;PRATA SHARK;3049343;98930,55;0;119990;98930,55;170513;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB120037;;111389;;2026/2027;BRANCO SUMMIT;3049344;98930,55;0;119990;98930,55;170514;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112204;;111378;;2026/2027;PRATA SHARK;3049345;98930,55;0;119990;98930,55;170515;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB115605;;111380;;2026/2027;PRATA SHARK;3049346;98930,55;0;119990;98930,55;170516;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB112237;;111379;;2026/2027;PRATA SHARK;3049347;98930,55;0;119990;98930,55;170517;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB106651;;111372;;2026/2027;BRANCO SUMMIT;3049351;98930,55;0;119990;98930,55;170518;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB117343;;111386;;2026/2027;VERMELHO SCARLET;3049356;98930,55;0;119990;98930,55;170522;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB117340;;111385;;2026/2027;VERMELHO SCARLET;3049357;98930,55;0;119990;98930,55;170523;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB117321;;111384;;2026/2027;VERMELHO SCARLET;3049358;98930,55;0;119990;98930,55;170524;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;49;24/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB116794;;110914;;2026/2027;PRETO OURO NEGRO;3047856;98930,55;0;119990;98930,55;167747;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;54;19/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB116854;;110915;;2026/2027;PRETO OURO NEGRO;3047859;98930,55;0;119990;98930,55;167750;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;54;19/06/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;FLOOR PLAN - GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
PEDRAGON MANAUS;NW TRACKER;NW TRACKER 1.0 AT R8E;R8E;9BGEX76D0VB128413;;113384;;2026/2027;AZUL BOREAL;3057439;98930,55;0;119990;98930,55;191776;PEDRAGON MANAUS;494,65;1;(693) UE1, (745) R8E;  /  /     ;22;21/07/2026 00:00;;;PEDRAGON MANAUS;149038;ALCO/GASOL;0;Sim;;  /  /     ;VN - VEICULOS  NOVOS;Não;Não;Não;Não;0;CAPLAN GM;HOLD BACK (GM), (CUSTO) TOP NA VENDA (NOVOS);0;0;0;149038;0;99425,2;PEDRAGON MANAUS;0;AUTOMÁTICO
